id,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code
82815,CA,5.9,75000,1840.0,163.0,131.0,130
82816,NY,5.0,72000,1900.0,146.0,114.0,420
82817,GA,4.6,58000,1180.0,109.0,96.0,593
82818,GA,3.8,58000,1370.0,101.0,83.0,155
82819,CA,5.8,75000,1860.0,155.0,117.0,798
82820,NY,5.6,72000,1520.0,140.0,115.0,225
82821,WI,4.3,60000,1560.0,99.0,90.0,933
82822,OH,4.1,56000,1640.0,85.0,73.0,506
82823,IL,5.0,65000,1640.0,100.0,89.0,482
82824,CA,5.8,75000,1590.0,157.0,130.0,700
82825,VA,4.2,74000,1580.0,127.0,103.0,856
82826,FL,4.3,55000,1360.0,117.0,98.0,332
82827,NC,4.3,54000,1240.0,109.0,89.0,426
82828,TN,3.5,53000,1330.0,101.0,89.0,752
82829,FL,4.6,55000,1470.0,111.0,86.0,283
82830,CA,5.6,75000,1790.0,163.0,124.0,758
82831,TX,4.4,61000,1210.0,105.0,84.0,839
82832,AZ,5.1,58000,1270.0,115.0,101.0,740
82833,NC,4.4,54000,1230.0,112.0,88.0,877
82834,NC,4.6,54000,1130.0,105.0,79.0,244
82835,CA,5.4,75000,1970.0,165.0,132.0,149
82836,WI,4.2,60000,1570.0,99.0,87.0,165
82837,PA,4.9,61000,1430.0,95.0,88.0,364
82838,TN,4.6,53000,1150.0,93.0,77.0,647
82839,TN,4.3,53000,1280.0,111.0,92.0,633
82840,MI,6.1,57000,1340.0,96.0,85.0,207
82841,OH,4.4,56000,1260.0,91.0,79.0,879
82842,CA,4.9,75000,1830.0,157.0,119.0,431
82843,NY,5.4,72000,1560.0,140.0,119.0,661
82844,IL,5.1,65000,1540.0,113.0,93.0,986
82845,AZ,4.4,58000,1300.0,110.0,87.0,467
82846,TX,4.7,61000,1350.0,101.0,88.0,345
82847,NY,5.1,72000,1560.0,147.0,114.0,742
82848,MA,4.4,81000,1950.0,149.0,119.0,358
82849,CA,5.8,75000,1760.0,155.0,126.0,870
82850,NJ,4.7,82000,2030.0,139.0,107.0,862
82851,TX,4.1,61000,1390.0,105.0,94.0,653
82852,MI,5.3,57000,1270.0,98.0,80.0,279
82853,FL,4.5,55000,1430.0,122.0,97.0,366
82854,MD,4.2,84000,2350.0,126.0,113.0,680
82855,WA,4.5,78000,1820.0,162.0,137.0,804
82856,NY,5.0,72000,1660.0,138.0,113.0,587
82857,IL,4.9,65000,1750.0,99.0,82.0,444
82858,NY,4.6,72000,1670.0,142.0,116.0,486
82859,IL,5.1,65000,1510.0,104.0,84.0,933
82860,NY,4.6,72000,1870.0,140.0,114.0,248
82861,TN,4.3,53000,1400.0,103.0,90.0,267
82862,MD,4.4,84000,2060.0,127.0,110.0,424
82863,AZ,4.8,58000,1450.0,116.0,100.0,401
82864,MD,4.3,84000,2270.0,125.0,109.0,435
82865,OH,4.9,56000,1430.0,86.0,69.0,363
82866,TX,4.2,61000,1570.0,105.0,88.0,534
82867,OH,5.0,56000,1080.0,96.0,71.0,239
82868,WA,4.5,78000,1900.0,157.0,138.0,426
82869,TN,3.4,53000,1470.0,105.0,89.0,822
82870,NY,5.7,72000,1540.0,137.0,112.0,321
82871,MI,5.5,57000,1170.0,97.0,77.0,547
82872,VA,3.7,74000,1660.0,133.0,110.0,734
82873,GA,4.8,58000,1340.0,110.0,91.0,282
82874,TX,4.5,61000,1510.0,102.0,92.0,485
82875,MA,4.6,81000,2470.0,136.0,112.0,487
82876,TX,4.2,61000,1390.0,112.0,92.0,413
82877,TX,4.2,61000,1520.0,104.0,85.0,806
82878,NJ,4.9,82000,2060.0,133.0,115.0,937
82879,MA,4.7,81000,1970.0,148.0,116.0,490
82880,FL,5.1,55000,1300.0,114.0,88.0,475
82881,CA,5.4,75000,1550.0,164.0,132.0,740
82882,VA,3.7,74000,1670.0,120.0,100.0,190
82883,PA,4.3,61000,1400.0,88.0,72.0,423
82884,WI,4.2,60000,1430.0,100.0,89.0,171
82885,CA,6.3,75000,1600.0,162.0,131.0,800
82886,GA,4.4,58000,1250.0,106.0,95.0,469
82887,PA,4.6,61000,1580.0,100.0,89.0,995
82888,MD,4.4,84000,1910.0,123.0,105.0,126
82889,MA,4.0,81000,1960.0,143.0,119.0,686
82890,TX,4.6,61000,1310.0,113.0,95.0,273
82891,CA,5.4,75000,1790.0,153.0,123.0,481
82892,MO,4.2,55000,1210.0,95.0,75.0,310
82893,MA,4.5,81000,1940.0,147.0,125.0,452
82894,WA,4.9,78000,1830.0,162.0,123.0,326
82895,WA,5.5,78000,1860.0,157.0,130.0,371
82896,PA,4.6,61000,1680.0,104.0,92.0,317
82897,MO,4.0,55000,1320.0,102.0,82.0,496
82898,TX,4.0,61000,1390.0,104.0,88.0,183
82899,FL,4.8,55000,1230.0,117.0,99.0,791
82900,MD,4.1,84000,2210.0,127.0,116.0,857
82901,CA,5.5,75000,1830.0,165.0,130.0,930
82902,VA,3.8,74000,1820.0,120.0,110.0,290
82903,IL,5.4,65000,1470.0,97.0,89.0,111
82904,TX,4.6,61000,1300.0,106.0,80.0,354
82905,NC,3.6,54000,1390.0,114.0,85.0,238
82906,WI,4.7,60000,1500.0,101.0,77.0,357
82907,OH,4.4,56000,1380.0,82.0,62.0,792
82908,GA,3.8,58000,1430.0,106.0,98.0,659
82909,PA,4.4,61000,1610.0,101.0,87.0,298
82910,TX,4.7,61000,1500.0,107.0,92.0,228
82911,TN,4.1,53000,1170.0,100.0,78.0,149
82912,PA,4.2,61000,1530.0,91.0,77.0,162
82913,MO,3.8,55000,1210.0,95.0,72.0,860
82914,PA,4.2,61000,1400.0,100.0,79.0,888
82915,OH,4.0,56000,1240.0,91.0,81.0,188
82916,OH,4.2,56000,1310.0,91.0,72.0,452
82917,NJ,5.0,82000,1940.0,123.0,116.0,311
82918,MO,3.7,55000,1430.0,104.0,96.0,366
82919,WI,4.4,60000,1280.0,104.0,86.0,165
82920,PA,4.5,61000,1470.0,98.0,80.0,130
82921,GA,3.8,58000,1520.0,109.0,89.0,163
82922,WI,4.2,60000,1320.0,100.0,87.0,430
82923,TX,4.2,61000,1490.0,105.0,91.0,215
82924,CA,5.7,75000,2080.0,165.0,122.0,174
82925,OH,4.6,56000,1510.0,98.0,74.0,181
82926,NC,4.6,54000,1420.0,101.0,78.0,145
82927,OH,5.1,56000,1430.0,79.0,68.0,637
82928,TX,3.9,61000,1460.0,103.0,95.0,692
82929,NC,3.6,54000,1250.0,102.0,87.0,412
82930,VA,3.8,74000,1510.0,121.0,106.0,156
82931,MA,4.6,81000,1870.0,153.0,131.0,897
82932,MA,3.9,81000,1810.0,140.0,110.0,521
82933,IL,5.6,65000,1610.0,98.0,84.0,938
82934,TX,3.9,61000,1370.0,104.0,89.0,407
82935,FL,4.8,55000,1120.0,122.0,92.0,780
82936,IL,4.5,65000,1330.0,97.0,90.0,908
82937,FL,5.0,55000,1200.0,110.0,83.0,224
82938,CA,5.5,75000,1830.0,162.0,128.0,377
82939,OH,4.4,56000,1540.0,89.0,74.0,116
82940,CA,5.2,75000,1740.0,156.0,124.0,173
82941,FL,5.0,55000,1300.0,107.0,79.0,289
82942,TX,4.3,61000,1510.0,110.0,90.0,447
82943,MD,4.3,84000,2460.0,134.0,110.0,312
82944,NY,5.0,72000,1440.0,134.0,107.0,872
82945,CA,5.5,75000,1720.0,169.0,130.0,949
82946,FL,4.6,55000,1410.0,113.0,86.0,298
82947,NY,5.0,72000,1790.0,129.0,106.0,520
82948,NY,4.8,72000,1770.0,144.0,116.0,128
82949,MA,4.2,81000,1910.0,145.0,119.0,311
82950,CA,5.6,75000,1850.0,159.0,119.0,141
82951,PA,4.1,61000,1450.0,99.0,86.0,311
82952,TX,4.1,61000,1440.0,101.0,85.0,793
82953,OH,5.0,56000,1490.0,89.0,77.0,855
82954,NY,4.9,72000,1670.0,138.0,113.0,220
82955,CA,5.5,75000,1850.0,162.0,129.0,664
82956,CA,5.3,75000,2160.0,159.0,121.0,210
82957,TX,4.1,61000,1300.0,112.0,90.0,522
82958,GA,4.0,58000,1290.0,107.0,92.0,236
82959,WI,4.2,60000,1380.0,98.0,81.0,693
82960,CA,5.4,75000,1760.0,166.0,126.0,640
82961,PA,3.8,61000,1620.0,97.0,82.0,589
82962,FL,4.7,55000,1360.0,113.0,87.0,163
82963,PA,4.5,61000,1440.0,96.0,78.0,208
82964,NY,5.0,72000,1830.0,135.0,108.0,840
82965,WA,5.4,78000,1980.0,150.0,113.0,434
82966,MI,5.1,57000,1190.0,94.0,73.0,619
82967,GA,4.0,58000,1180.0,101.0,78.0,186
82968,NY,5.2,72000,1630.0,149.0,115.0,858
82969,TX,3.8,61000,1660.0,106.0,90.0,754
82970,NC,3.8,54000,1320.0,104.0,90.0,469
82971,MA,4.6,81000,2090.0,148.0,120.0,887
82972,MA,4.4,81000,1870.0,143.0,115.0,534
82973,OH,4.9,56000,1530.0,86.0,81.0,648
82974,NY,4.7,72000,1590.0,140.0,107.0,339
82975,CA,5.6,75000,1610.0,157.0,128.0,882
82976,CA,6.0,75000,1720.0,148.0,117.0,460
82977,MA,4.1,81000,1940.0,140.0,112.0,477
82978,NY,4.7,72000,1710.0,137.0,111.0,790
82979,MD,4.5,84000,1820.0,124.0,109.0,940
82980,TX,4.1,61000,1420.0,112.0,92.0,421
82981,MI,5.9,57000,1430.0,88.0,75.0,300
82982,OH,4.7,56000,1400.0,94.0,79.0,895
82983,CA,5.4,75000,1760.0,165.0,124.0,919
82984,WI,4.1,60000,1340.0,101.0,84.0,420
82985,TN,3.8,53000,1150.0,109.0,85.0,457
82986,CA,5.9,75000,1800.0,158.0,125.0,895
82987,CA,5.5,75000,1600.0,164.0,133.0,424
82988,WI,4.7,60000,1490.0,103.0,89.0,318
82989,MO,4.4,55000,1280.0,97.0,87.0,571
82990,IL,4.6,65000,1550.0,95.0,88.0,671
82991,IL,5.0,65000,1640.0,98.0,73.0,721
82992,TN,4.1,53000,1140.0,107.0,81.0,228
82993,FL,4.7,55000,1530.0,107.0,86.0,183
82994,FL,4.4,55000,1240.0,118.0,98.0,151
82995,PA,4.3,61000,1340.0,101.0,97.0,517
82996,GA,4.1,58000,1410.0,103.0,86.0,319
82997,WA,4.6,78000,2050.0,155.0,122.0,574
82998,NC,4.6,54000,1400.0,97.0,84.0,925
82999,AZ,4.8,58000,1510.0,121.0,87.0,947
83000,VA,3.8,74000,1650.0,122.0,101.0,353
83001,AZ,4.6,58000,1170.0,108.0,83.0,445
83002,TN,4.1,53000,1390.0,111.0,85.0,634
83003,FL,4.8,55000,1410.0,113.0,92.0,903
83004,VA,3.8,74000,1550.0,117.0,105.0,350
83005,FL,4.9,55000,1160.0,106.0,84.0,337
83006,NC,4.5,54000,1230.0,104.0,86.0,146
83007,NJ,5.2,82000,1900.0,129.0,100.0,983
83008,NJ,5.3,82000,1940.0,140.0,117.0,440
83009,FL,4.7,55000,1270.0,115.0,89.0,550
83010,IL,4.9,65000,1730.0,88.0,80.0,957
83011,GA,3.9,58000,1370.0,102.0,82.0,109
83012,NY,5.0,72000,1670.0,127.0,98.0,711
83013,GA,4.1,58000,1420.0,103.0,86.0,561
83014,MA,3.9,81000,1930.0,137.0,109.0,965
83015,MI,5.5,57000,1290.0,91.0,84.0,859
83016,GA,3.9,58000,1280.0,102.0,79.0,778
83017,CA,5.2,75000,2090.0,162.0,132.0,115
83018,CA,5.4,75000,1850.0,162.0,131.0,367
83019,WI,3.9,60000,1360.0,91.0,82.0,429
83020,TX,4.6,61000,1550.0,103.0,84.0,314
83021,FL,3.9,55000,1210.0,111.0,77.0,351
83022,OH,4.4,56000,1370.0,90.0,83.0,221
83023,CA,5.5,75000,1530.0,162.0,127.0,997
83024,NC,4.5,54000,1310.0,107.0,88.0,242
83025,MO,3.7,55000,1250.0,97.0,75.0,551
83026,TX,4.7,61000,1450.0,109.0,96.0,604
83027,AZ,4.3,58000,1390.0,117.0,92.0,507
83028,MI,5.6,57000,1360.0,92.0,82.0,423
83029,MA,4.8,81000,2080.0,151.0,121.0,380
83030,MD,4.6,84000,1840.0,134.0,123.0,358
83031,TX,4.3,61000,1460.0,107.0,95.0,298
83032,OH,4.4,56000,1460.0,83.0,77.0,966
83033,TX,4.6,61000,1500.0,110.0,92.0,876
83034,CA,6.1,75000,2140.0,159.0,127.0,964
83035,CA,5.7,75000,2030.0,162.0,124.0,272
83036,OH,5.0,56000,1410.0,89.0,71.0,107
83037,IL,5.8,65000,1700.0,98.0,83.0,256
83038,PA,5.0,61000,1510.0,98.0,82.0,960
83039,TX,3.8,61000,1280.0,104.0,100.0,230
83040,WI,4.1,60000,1790.0,95.0,79.0,581
83041,NC,4.0,54000,1050.0,114.0,91.0,647
83042,AZ,4.0,58000,1300.0,122.0,94.0,228
83043,MI,5.5,57000,1300.0,98.0,86.0,877
83044,IL,5.3,65000,1900.0,104.0,91.0,239
83045,IL,5.0,65000,1510.0,102.0,87.0,448
83046,PA,4.2,61000,1480.0,92.0,78.0,895
83047,FL,5.4,55000,1300.0,109.0,90.0,939
83048,MI,5.0,57000,1370.0,101.0,72.0,499
83049,FL,4.4,55000,1120.0,111.0,90.0,956
83050,FL,5.1,55000,1500.0,119.0,88.0,695
83051,AZ,4.8,58000,1580.0,118.0,90.0,628
83052,OH,4.8,56000,1480.0,87.0,83.0,638
83053,GA,3.7,58000,1230.0,100.0,86.0,402
83054,WA,4.7,78000,1790.0,153.0,130.0,201
83055,VA,4.0,74000,1590.0,124.0,104.0,217
83056,VA,3.4,74000,1760.0,126.0,105.0,901
83057,MA,4.2,81000,1880.0,142.0,114.0,859
83058,FL,5.0,55000,1410.0,118.0,92.0,142
83059,MO,3.7,55000,1150.0,102.0,81.0,891
83060,NY,5.3,72000,1600.0,134.0,107.0,740
83061,NY,5.4,72000,1800.0,142.0,113.0,371
83062,TX,4.5,61000,1350.0,99.0,88.0,417
83063,PA,4.7,61000,1470.0,96.0,85.0,986
83064,IL,5.0,65000,1490.0,106.0,93.0,545
83065,FL,4.7,55000,1270.0,111.0,87.0,845
83066,NC,4.3,54000,1330.0,116.0,96.0,569
83067,VA,3.7,74000,1910.0,122.0,103.0,433
83068,IN,4.2,55000,1310.0,96.0,81.0,738
83069,OH,4.8,56000,1240.0,88.0,71.0,446
83070,NJ,4.6,82000,1760.0,137.0,109.0,518
83071,TX,4.5,61000,1660.0,101.0,92.0,464
83072,IL,5.1,65000,1560.0,98.0,89.0,346
83073,NC,3.7,54000,1130.0,108.0,95.0,674
83074,CA,5.8,75000,1930.0,161.0,128.0,435
83075,IL,5.4,65000,2040.0,100.0,83.0,114
83076,WI,4.3,60000,1710.0,105.0,86.0,196
83077,MO,4.5,55000,1210.0,96.0,72.0,309
83078,FL,5.0,55000,1400.0,118.0,88.0,952
83079,WI,4.0,60000,1460.0,94.0,70.0,543
83080,PA,4.1,61000,1470.0,98.0,84.0,866
83081,OH,4.3,56000,1270.0,95.0,75.0,573
83082,GA,4.3,58000,1470.0,101.0,84.0,203
83083,WA,5.4,78000,1580.0,150.0,124.0,696
83084,IL,5.1,65000,1690.0,103.0,78.0,811
83085,GA,4.0,58000,1460.0,102.0,84.0,532
83086,FL,4.6,55000,1420.0,114.0,93.0,656
83087,CA,5.3,75000,2240.0,159.0,127.0,471
83088,MO,3.9,55000,1160.0,103.0,81.0,528
83089,FL,4.9,55000,1410.0,118.0,95.0,955
83090,MI,5.9,57000,1240.0,93.0,79.0,807
83091,CA,5.3,75000,1920.0,161.0,131.0,805
83092,IL,5.4,65000,1550.0,103.0,89.0,178
83093,NC,4.1,54000,1370.0,112.0,81.0,370
83094,CA,5.3,75000,1890.0,158.0,138.0,126
83095,NY,5.4,72000,1430.0,140.0,115.0,948
83096,NY,4.9,72000,2250.0,137.0,106.0,243
83097,TX,5.0,61000,1390.0,100.0,77.0,369
83098,NY,5.4,72000,1710.0,138.0,106.0,702
83099,VA,3.9,74000,1750.0,135.0,109.0,804
83100,PA,4.6,61000,1310.0,93.0,84.0,667
83101,NJ,5.3,82000,2090.0,132.0,113.0,971
83102,MO,3.9,55000,1440.0,102.0,87.0,469
83103,WA,4.9,78000,1980.0,152.0,125.0,858
83104,CA,5.6,75000,1870.0,163.0,131.0,429
83105,IL,5.4,65000,1380.0,95.0,82.0,781
83106,GA,4.1,58000,1470.0,111.0,98.0,276
83107,CA,5.8,75000,1700.0,163.0,137.0,525
83108,GA,4.3,58000,1400.0,108.0,85.0,366
83109,FL,5.3,55000,1350.0,115.0,89.0,710
83110,WI,4.4,60000,1720.0,99.0,85.0,593
83111,FL,4.9,55000,1230.0,114.0,90.0,882
83112,NC,4.4,54000,1250.0,106.0,83.0,773
83113,GA,4.2,58000,1430.0,100.0,88.0,700
83114,FL,4.9,55000,1210.0,110.0,86.0,576
83115,IN,4.3,55000,1200.0,103.0,83.0,615
83116,OH,5.1,56000,1310.0,83.0,68.0,347
83117,TN,3.5,53000,1250.0,102.0,85.0,425
83118,WA,4.7,78000,1810.0,159.0,126.0,888
83119,AZ,4.3,58000,1500.0,114.0,98.0,298
83120,CA,5.2,75000,1840.0,157.0,127.0,390
83121,NY,4.9,72000,1730.0,134.0,109.0,704
83122,IL,4.8,65000,1480.0,104.0,97.0,341
83123,FL,5.0,55000,1310.0,116.0,87.0,758
83124,MA,4.1,81000,2050.0,140.0,118.0,929
83125,MD,4.6,84000,2160.0,140.0,126.0,229
83126,AZ,4.7,58000,1350.0,118.0,92.0,776
83127,NC,4.2,54000,1240.0,113.0,92.0,613
83128,PA,4.4,61000,1540.0,103.0,89.0,716
83129,FL,4.8,55000,1440.0,120.0,97.0,562
83130,OH,4.9,56000,1170.0,94.0,80.0,179
83131,TX,3.9,61000,1450.0,104.0,92.0,892
83132,CA,5.3,75000,1770.0,163.0,126.0,260
83133,MO,4.5,55000,1270.0,92.0,72.0,783
83134,NJ,4.7,82000,1870.0,133.0,113.0,866
83135,NY,5.3,72000,2180.0,140.0,112.0,636
83136,TX,4.1,61000,1570.0,114.0,92.0,822
83137,IN,4.2,55000,1270.0,97.0,77.0,925
83138,NY,4.9,72000,1720.0,138.0,114.0,671
83139,TN,3.9,53000,1070.0,107.0,79.0,964
83140,TN,3.7,53000,1390.0,100.0,77.0,460
83141,GA,3.5,58000,1450.0,100.0,87.0,656
83142,NY,5.7,72000,1820.0,133.0,109.0,172
83143,MO,3.9,55000,1340.0,96.0,77.0,189
83144,FL,4.7,55000,1330.0,111.0,84.0,135
83145,FL,5.1,55000,1230.0,112.0,88.0,370
83146,MO,3.9,55000,1590.0,102.0,85.0,325
83147,WA,5.0,78000,1880.0,152.0,114.0,719
83148,FL,5.0,55000,1390.0,125.0,93.0,929
83149,IL,5.2,65000,1480.0,98.0,85.0,553
83150,MI,5.6,57000,1340.0,93.0,79.0,489
83151,TN,3.9,53000,1170.0,104.0,83.0,161
83152,CA,5.8,75000,1750.0,167.0,125.0,551
83153,IL,5.5,65000,1430.0,96.0,78.0,135
83154,AZ,4.9,58000,1200.0,112.0,90.0,652
83155,FL,5.0,55000,1210.0,123.0,95.0,926
83156,VA,3.8,74000,1530.0,123.0,100.0,246
83157,TX,4.1,61000,1360.0,102.0,83.0,997
83158,CA,5.3,75000,1470.0,161.0,122.0,745
83159,TX,4.0,61000,1680.0,106.0,88.0,660
83160,TN,3.8,53000,1120.0,108.0,75.0,930
83161,TN,3.5,53000,1180.0,109.0,83.0,328
83162,PA,4.4,61000,1540.0,98.0,86.0,516
83163,NC,4.3,54000,1340.0,114.0,88.0,291
83164,TX,3.9,61000,1680.0,108.0,96.0,867
83165,MO,3.9,55000,1190.0,88.0,72.0,843
83166,NY,4.8,72000,1790.0,146.0,119.0,959
83167,NY,5.3,72000,1880.0,138.0,109.0,307
83168,TX,4.4,61000,1410.0,104.0,88.0,985
83169,TX,3.9,61000,1410.0,105.0,91.0,243
83170,NY,4.7,72000,1650.0,139.0,107.0,629
83171,CA,5.2,75000,1690.0,148.0,113.0,667
83172,MA,4.7,81000,1810.0,142.0,118.0,694
83173,NJ,4.5,82000,2060.0,133.0,113.0,277
83174,CA,5.6,75000,2060.0,167.0,128.0,845
83175,NJ,5.2,82000,1880.0,137.0,121.0,176
83176,TX,4.3,61000,1310.0,108.0,89.0,167
83177,NY,5.0,72000,1830.0,135.0,107.0,387
83178,TN,4.1,53000,1240.0,113.0,86.0,909
83179,TN,3.7,53000,1220.0,92.0,75.0,332
83180,NJ,5.0,82000,2030.0,133.0,114.0,464
83181,MA,4.0,81000,2140.0,138.0,119.0,473
83182,CA,5.2,75000,1750.0,150.0,116.0,915
83183,MO,4.2,55000,1450.0,97.0,78.0,102
83184,TN,4.0,53000,1140.0,110.0,82.0,679
83185,CA,5.6,75000,1700.0,160.0,129.0,967
83186,NC,4.7,54000,1170.0,119.0,100.0,387
83187,MD,4.0,84000,2150.0,128.0,112.0,222
83188,NY,4.7,72000,1710.0,142.0,112.0,124
83189,PA,4.3,61000,1630.0,103.0,78.0,123
83190,GA,4.3,58000,1450.0,110.0,82.0,165
83191,CA,5.6,75000,1890.0,167.0,131.0,521
83192,FL,4.7,55000,1350.0,111.0,75.0,544
83193,NY,5.4,72000,1690.0,142.0,113.0,235
83194,TX,4.0,61000,1410.0,108.0,80.0,687
83195,IN,4.4,55000,1540.0,93.0,86.0,820
83196,NJ,5.5,82000,2160.0,138.0,116.0,797
83197,CA,5.5,75000,1830.0,155.0,122.0,654
83198,TX,4.4,61000,1550.0,98.0,84.0,678
83199,MD,4.2,84000,2150.0,137.0,120.0,194
83200,NY,5.2,72000,1840.0,141.0,112.0,590
83201,CA,5.2,75000,1640.0,160.0,123.0,474
83202,CA,5.3,75000,1710.0,159.0,130.0,897
83203,CA,5.0,75000,1800.0,172.0,121.0,747
83204,WA,4.9,78000,1890.0,156.0,129.0,197
83205,TX,3.9,61000,1370.0,109.0,98.0,408
83206,IN,4.1,55000,1300.0,105.0,85.0,747
83207,NY,4.9,72000,1500.0,138.0,107.0,545
83208,WI,3.8,60000,1470.0,96.0,88.0,947
83209,WI,4.4,60000,1700.0,101.0,81.0,279
83210,MI,5.2,57000,1630.0,90.0,84.0,312
83211,MD,4.9,84000,1760.0,143.0,112.0,138
83212,MA,4.3,81000,1910.0,149.0,116.0,209
83213,TX,3.5,61000,1770.0,104.0,88.0,906
83214,NC,4.4,54000,1240.0,102.0,91.0,541
83215,CA,5.5,75000,1640.0,159.0,136.0,690
83216,NY,4.8,72000,1760.0,145.0,111.0,136
83217,CA,5.4,75000,1840.0,153.0,121.0,184
83218,TX,3.5,61000,1480.0,102.0,88.0,108
83219,PA,4.2,61000,1460.0,92.0,80.0,586
83220,OH,5.1,56000,1250.0,84.0,70.0,277
83221,CA,5.6,75000,1780.0,146.0,117.0,875
83222,MI,5.0,57000,1360.0,94.0,84.0,953
83223,CA,5.4,75000,1740.0,157.0,125.0,570
83224,VA,4.1,74000,1910.0,125.0,101.0,137
83225,NY,4.6,72000,1690.0,141.0,112.0,645
83226,NY,5.1,72000,1780.0,132.0,112.0,326
83227,CA,5.4,75000,1880.0,163.0,130.0,553
83228,IN,4.2,55000,1250.0,88.0,72.0,522
83229,PA,3.9,61000,1550.0,105.0,84.0,917
83230,CA,5.1,75000,1920.0,164.0,127.0,791
83231,CA,5.3,75000,1870.0,168.0,125.0,197
83232,WI,4.0,60000,1530.0,101.0,77.0,235
83233,GA,4.0,58000,1430.0,106.0,80.0,988
83234,IN,4.5,55000,1430.0,94.0,79.0,220
83235,WA,4.6,78000,2070.0,155.0,128.0,822
83236,FL,4.9,55000,1260.0,111.0,82.0,112
83237,MD,4.1,84000,1750.0,127.0,106.0,983
83238,MI,5.4,57000,1300.0,103.0,81.0,134
83239,AZ,4.5,58000,1450.0,127.0,92.0,535
83240,AZ,4.4,58000,1350.0,112.0,88.0,185
83241,NY,4.9,72000,1530.0,133.0,107.0,483
83242,PA,4.7,61000,1570.0,93.0,76.0,294
83243,NY,4.7,72000,1790.0,143.0,113.0,545
83244,TX,4.2,61000,1350.0,115.0,88.0,304
83245,NJ,4.9,82000,1970.0,121.0,95.0,716
83246,TN,3.8,53000,1110.0,100.0,80.0,936
83247,OH,4.7,56000,1380.0,88.0,72.0,349
83248,TN,3.7,53000,1420.0,102.0,84.0,424
83249,CA,5.5,75000,1990.0,152.0,128.0,118
83250,FL,4.7,55000,1160.0,110.0,84.0,734
83251,MI,5.5,57000,1380.0,97.0,83.0,336
83252,IL,4.8,65000,1680.0,97.0,81.0,191
83253,GA,3.8,58000,1220.0,112.0,92.0,671
83254,WA,5.2,78000,1980.0,162.0,138.0,275
83255,TN,4.3,53000,1230.0,112.0,97.0,336
83256,NC,4.5,54000,1250.0,108.0,90.0,212
83257,NY,5.6,72000,1580.0,141.0,120.0,401
83258,OH,4.8,56000,1200.0,101.0,79.0,154
83259,IL,5.0,65000,1750.0,97.0,84.0,502
83260,GA,4.7,58000,1290.0,114.0,82.0,224
83261,AZ,4.4,58000,1690.0,111.0,83.0,421
83262,IL,5.4,65000,1460.0,109.0,85.0,448
83263,MO,4.2,55000,1480.0,94.0,75.0,755
83264,IL,4.5,65000,1380.0,101.0,88.0,182
83265,OH,4.9,56000,1210.0,87.0,73.0,485
83266,CA,5.0,75000,1730.0,166.0,129.0,395
83267,TX,4.4,61000,1510.0,107.0,81.0,755
83268,OH,4.7,56000,1180.0,85.0,70.0,389
83269,CA,5.5,75000,1530.0,160.0,120.0,419
83270,IN,3.5,55000,1330.0,81.0,70.0,760
83271,NC,3.8,54000,1270.0,109.0,74.0,493
83272,GA,3.3,58000,1460.0,107.0,88.0,216
83273,MI,5.2,57000,1280.0,94.0,80.0,215
83274,NJ,4.4,82000,2020.0,136.0,117.0,421
83275,IN,4.0,55000,1240.0,100.0,82.0,653
83276,MI,5.4,57000,1240.0,93.0,79.0,382
83277,OH,4.7,56000,1270.0,84.0,81.0,796
83278,IL,5.3,65000,1520.0,96.0,74.0,593
83279,MD,4.5,84000,1940.0,123.0,112.0,429
83280,AZ,5.0,58000,1640.0,111.0,92.0,953
83281,IN,4.2,55000,1480.0,97.0,76.0,224
83282,TX,4.3,61000,1360.0,107.0,82.0,636
83283,WI,4.1,60000,1490.0,102.0,84.0,534
83284,MI,5.3,57000,1380.0,97.0,78.0,866
83285,MO,4.0,55000,1410.0,95.0,80.0,729
83286,NC,4.3,54000,1100.0,118.0,86.0,865
83287,IN,4.7,55000,1370.0,89.0,75.0,932
83288,NY,4.5,72000,1840.0,141.0,114.0,321
83289,MA,3.9,81000,2210.0,149.0,127.0,766
83290,IN,4.8,55000,1200.0,96.0,86.0,330
83291,IL,5.5,65000,1620.0,106.0,88.0,137
83292,CA,5.4,75000,1780.0,161.0,132.0,230
83293,FL,5.0,55000,1380.0,116.0,97.0,500
83294,MI,6.1,57000,1290.0,90.0,75.0,494
83295,CA,5.1,75000,1620.0,156.0,125.0,538
83296,GA,4.5,58000,1400.0,106.0,83.0,265
83297,TX,4.5,61000,1580.0,108.0,93.0,656
83298,WA,4.8,78000,2060.0,145.0,109.0,716
83299,OH,4.5,56000,1650.0,90.0,79.0,154
83300,WI,4.9,60000,1390.0,102.0,84.0,383
83301,MA,3.9,81000,1750.0,153.0,131.0,481
83302,CA,5.7,75000,1590.0,155.0,122.0,960
83303,OH,4.8,56000,1340.0,90.0,82.0,209
83304,NC,4.2,54000,1380.0,114.0,88.0,568
83305,WA,5.0,78000,1900.0,151.0,118.0,928
83306,IN,4.1,55000,1200.0,97.0,84.0,894
83307,TX,4.5,61000,1470.0,96.0,82.0,520
83308,OH,5.3,56000,1430.0,88.0,72.0,359
83309,FL,5.1,55000,1340.0,115.0,88.0,939
83310,TX,4.5,61000,1320.0,113.0,89.0,417
83311,NY,5.0,72000,1650.0,140.0,117.0,135
